date,event,type,team,location,year,month,day,day_of_week,day_name,is_weekend,start_hour
2023-04-01 19:00:00-04:00,"Jets vs Sun, Oct 1 (Home)",Sports,Jets,Home,2023,4,1,5,Saturday,True,19
2023-04-01 19:00:00-04:00,"Giants vs Mon, Oct 2 (Home)",Sports,Giants,Home,2023,4,1,5,Saturday,True,19
2023-04-01 16:05:00-04:00,Yankees vs San Francisco Giants (Home),Sports,Yankees,Home,2023,4,1,5,Saturday,True,16
2023-04-01 16:10:00-04:00,Mets vs Miami Marlins (Away),Sports,Mets,Away,2023,4,1,5,Saturday,True,16
2023-04-02 13:35:00-04:00,Yankees vs San Francisco Giants (Home),Sports,Yankees,Home,2023,4,2,6,Sunday,True,13
2023-04-02 13:40:00-04:00,Mets vs Miami Marlins (Away),Sports,Mets,Away,2023,4,2,6,Sunday,True,13
2023-04-03 14:10:00-04:00,Mets vs Milwaukee Brewers (Away),Sports,Mets,Away,2023,4,3,0,Monday,False,14
2023-04-03 19:05:00-04:00,Yankees vs Philadelphia Phillies (Home),Sports,Yankees,Home,2023,4,3,0,Monday,False,19
2023-04-04 19:05:00-04:00,Yankees vs Philadelphia Phillies (Home),Sports,Yankees,Home,2023,4,4,1,Tuesday,False,19
2023-04-04 19:40:00-04:00,Mets vs Milwaukee Brewers (Away),Sports,Mets,Away,2023,4,4,1,Tuesday,False,19
2023-04-05 13:05:00-04:00,Yankees vs Philadelphia Phillies (Home),Sports,Yankees,Home,2023,4,5,2,Wednesday,False,13
2023-04-05 13:40:00-04:00,Mets vs Milwaukee Brewers (Away),Sports,Mets,Away,2023,4,5,2,Wednesday,False,13
2023-04-06 13:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2023,4,6,3,Thursday,False,13
2023-04-06 15:05:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2023,4,6,3,Thursday,False,15
2023-04-07 13:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2023,4,7,4,Friday,False,13
2023-04-07 15:05:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2023,4,7,4,Friday,False,15
2023-04-08 16:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2023,4,8,5,Saturday,True,16
2023-04-08 19:05:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2023,4,8,5,Saturday,True,19
2023-04-09 13:35:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2023,4,9,6,Sunday,True,13
2023-04-09 13:40:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2023,4,9,6,Sunday,True,13
2023-04-10 18:10:00-04:00,Yankees vs Cleveland Guardians (Away),Sports,Yankees,Away,2023,4,10,0,Monday,False,18
2023-04-10 19:10:00-04:00,Mets vs San Diego Padres (Home),Sports,Mets,Home,2023,4,10,0,Monday,False,19
2023-04-11 18:10:00-04:00,Yankees vs Cleveland Guardians (Away),Sports,Yankees,Away,2023,4,11,1,Tuesday,False,18
2023-04-11 19:10:00-04:00,Mets vs San Diego Padres (Home),Sports,Mets,Home,2023,4,11,1,Tuesday,False,19
2023-04-12 13:10:00-04:00,Mets vs San Diego Padres (Home),Sports,Mets,Home,2023,4,12,2,Wednesday,False,13
2023-04-12 13:10:00-04:00,Yankees vs Cleveland Guardians (Away),Sports,Yankees,Away,2023,4,12,2,Wednesday,False,13
2023-04-13 19:05:00-04:00,Yankees vs Minnesota Twins (Home),Sports,Yankees,Home,2023,4,13,3,Thursday,False,19
2023-04-14 19:05:00-04:00,Yankees vs Minnesota Twins (Home),Sports,Yankees,Home,2023,4,14,4,Friday,False,19
2023-04-14 21:40:00-04:00,Mets vs Oakland Athletics (Away),Sports,Mets,Away,2023,4,14,4,Friday,False,21
2023-04-15 19:00:00-04:00,Nets vs Philadelphia (Away),Sports,Nets,Away,2023,4,15,5,Saturday,True,19
2023-04-15 19:00:00-04:00,Knicks vs Cleveland (Away),Sports,Knicks,Away,2023,4,15,5,Saturday,True,19
2023-04-15 13:05:00-04:00,Yankees vs Minnesota Twins (Home),Sports,Yankees,Home,2023,4,15,5,Saturday,True,13
2023-04-15 16:07:00-04:00,Mets vs Oakland Athletics (Away),Sports,Mets,Away,2023,4,15,5,Saturday,True,16
2023-04-16 13:35:00-04:00,Yankees vs Minnesota Twins (Home),Sports,Yankees,Home,2023,4,16,6,Sunday,True,13
2023-04-16 16:07:00-04:00,Mets vs Oakland Athletics (Away),Sports,Mets,Away,2023,4,16,6,Sunday,True,16
2023-04-17 19:00:00-04:00,Nets vs Philadelphia (Away),Sports,Nets,Away,2023,4,17,0,Monday,False,19
2023-04-17 22:10:00-04:00,Mets vs Los Angeles Dodgers (Away),Sports,Mets,Away,2023,4,17,0,Monday,False,22
2023-04-18 19:00:00-04:00,Knicks vs Cleveland (Away),Sports,Knicks,Away,2023,4,18,1,Tuesday,False,19
2023-04-18 19:00:00-04:00,Rangers vs New Jersey (Away),Sports,Rangers,Away,2023,4,18,1,Tuesday,False,19
2023-04-18 19:05:00-04:00,Yankees vs Los Angeles Angels (Home),Sports,Yankees,Home,2023,4,18,1,Tuesday,False,19
2023-04-18 22:10:00-04:00,Mets vs Los Angeles Dodgers (Away),Sports,Mets,Away,2023,4,18,1,Tuesday,False,22
2023-04-19 15:10:00-04:00,Mets vs Los Angeles Dodgers (Away),Sports,Mets,Away,2023,4,19,2,Wednesday,False,15
2023-04-19 19:05:00-04:00,Yankees vs Los Angeles Angels (Home),Sports,Yankees,Home,2023,4,19,2,Wednesday,False,19
2023-04-20 19:00:00-04:00,Rangers vs New Jersey (Away),Sports,Rangers,Away,2023,4,20,3,Thursday,False,19
2023-04-20 19:00:00-04:00,Nets vs Philadelphia (Home),Sports,Nets,Home,2023,4,20,3,Thursday,False,19
2023-04-20 16:05:00-04:00,Yankees vs Los Angeles Angels (Home),Sports,Yankees,Home,2023,4,20,3,Thursday,False,16
2023-04-20 21:45:00-04:00,Mets vs San Francisco Giants (Away),Sports,Mets,Away,2023,4,20,3,Thursday,False,21
2023-04-21 19:00:00-04:00,Knicks vs Cleveland (Home),Sports,Knicks,Home,2023,4,21,4,Friday,False,19
2023-04-21 19:05:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2023,4,21,4,Friday,False,19
2023-04-21 22:15:00-04:00,Mets vs San Francisco Giants (Away),Sports,Mets,Away,2023,4,21,4,Friday,False,22
2023-04-22 19:00:00-04:00,Rangers vs New Jersey (Home),Sports,Rangers,Home,2023,4,22,5,Saturday,True,19
2023-04-22 19:00:00-04:00,Nets vs Philadelphia (Home),Sports,Nets,Home,2023,4,22,5,Saturday,True,19
2023-04-22 13:05:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2023,4,22,5,Saturday,True,13
2023-04-22 16:05:00-04:00,Mets vs San Francisco Giants (Away),Sports,Mets,Away,2023,4,22,5,Saturday,True,16
2023-04-23 19:00:00-04:00,Knicks vs Cleveland (Home),Sports,Knicks,Home,2023,4,23,6,Sunday,True,19
2023-04-23 13:35:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2023,4,23,6,Sunday,True,13
2023-04-23 19:10:00-04:00,Mets vs San Francisco Giants (Away),Sports,Mets,Away,2023,4,23,6,Sunday,True,19
2023-04-24 19:00:00-04:00,Rangers vs New Jersey (Home),Sports,Rangers,Home,2023,4,24,0,Monday,False,19
2023-04-24 19:40:00-04:00,Yankees vs Minnesota Twins (Away),Sports,Yankees,Away,2023,4,24,0,Monday,False,19
2023-04-25 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2023,4,25,1,Tuesday,False,19
2023-04-25 19:40:00-04:00,Yankees vs Minnesota Twins (Away),Sports,Yankees,Away,2023,4,25,1,Tuesday,False,19
2023-04-26 19:00:00-04:00,Knicks vs Cleveland (Away),Sports,Knicks,Away,2023,4,26,2,Wednesday,False,19
2023-04-26 13:10:00-04:00,Yankees vs Minnesota Twins (Away),Sports,Yankees,Away,2023,4,26,2,Wednesday,False,13
2023-04-26 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2023,4,26,2,Wednesday,False,19
2023-04-27 19:00:00-04:00,Rangers vs New Jersey (Away),Sports,Rangers,Away,2023,4,27,3,Thursday,False,19
2023-04-27 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2023,4,27,3,Thursday,False,19
2023-04-27 20:05:00-04:00,Yankees vs Texas Rangers (Away),Sports,Yankees,Away,2023,4,27,3,Thursday,False,20
2023-04-28 19:10:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2023,4,28,4,Friday,False,19
2023-04-28 20:05:00-04:00,Yankees vs Texas Rangers (Away),Sports,Yankees,Away,2023,4,28,4,Friday,False,20
2023-04-29 19:00:00-04:00,Rangers vs New Jersey (Home),Sports,Rangers,Home,2023,4,29,5,Saturday,True,19
2023-04-29 16:05:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2023,4,29,5,Saturday,True,16
2023-04-29 19:05:00-04:00,Yankees vs Texas Rangers (Away),Sports,Yankees,Away,2023,4,29,5,Saturday,True,19
2023-04-30 19:00:00-04:00,Knicks vs Miami (Home),Sports,Knicks,Home,2023,4,30,6,Sunday,True,19
2023-04-30 13:40:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2023,4,30,6,Sunday,True,13
2023-04-30 14:35:00-04:00,Yankees vs Texas Rangers (Away),Sports,Yankees,Away,2023,4,30,6,Sunday,True,14
2023-05-01 19:00:00-04:00,"Jets vs Sun, Oct 8 (Home)",Sports,Jets,Home,2023,5,1,0,Monday,False,19
2023-05-01 19:00:00-04:00,"Giants vs Sun, Oct 8 (Home)",Sports,Giants,Home,2023,5,1,0,Monday,False,19
2023-05-01 19:00:00-04:00,Rangers vs New Jersey (Away),Sports,Rangers,Away,2023,5,1,0,Monday,False,19
2023-05-01 13:10:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2023,5,1,0,Monday,False,13
2023-05-01 13:15:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2023,5,1,0,Monday,False,13
2023-05-01 19:05:00-04:00,Yankees vs Cleveland Guardians (Home),Sports,Yankees,Home,2023,5,1,0,Monday,False,19
2023-05-02 19:00:00-04:00,Knicks vs Miami (Home),Sports,Knicks,Home,2023,5,2,1,Tuesday,False,19
2023-05-02 18:40:00-04:00,Mets vs Detroit Tigers (Away),Sports,Mets,Away,2023,5,2,1,Tuesday,False,18
2023-05-02 19:05:00-04:00,Yankees vs Cleveland Guardians (Home),Sports,Yankees,Home,2023,5,2,1,Tuesday,False,19
2023-05-03 13:40:00-04:00,Mets vs Detroit Tigers (Away),Sports,Mets,Away,2023,5,3,2,Wednesday,False,13
2023-05-03 18:40:00-04:00,Mets vs Detroit Tigers (Away),Sports,Mets,Away,2023,5,3,2,Wednesday,False,18
2023-05-03 19:05:00-04:00,Yankees vs Cleveland Guardians (Home),Sports,Yankees,Home,2023,5,3,2,Wednesday,False,19
2023-05-04 13:10:00-04:00,Mets vs Detroit Tigers (Away),Sports,Mets,Away,2023,5,4,3,Thursday,False,13
2023-05-05 18:40:00-04:00,Yankees vs Tampa Bay Rays (Away),Sports,Yankees,Away,2023,5,5,4,Friday,False,18
2023-05-05 19:10:00-04:00,Mets vs Colorado Rockies (Home),Sports,Mets,Home,2023,5,5,4,Friday,False,19
2023-05-06 19:00:00-04:00,Knicks vs Miami (Away),Sports,Knicks,Away,2023,5,6,5,Saturday,True,19
2023-05-06 16:10:00-04:00,Yankees vs Tampa Bay Rays (Away),Sports,Yankees,Away,2023,5,6,5,Saturday,True,16
2023-05-06 16:10:00-04:00,Mets vs Colorado Rockies (Home),Sports,Mets,Home,2023,5,6,5,Saturday,True,16
2023-05-07 13:40:00-04:00,Mets vs Colorado Rockies (Home),Sports,Mets,Home,2023,5,7,6,Sunday,True,13
2023-05-07 13:40:00-04:00,Yankees vs Tampa Bay Rays (Away),Sports,Yankees,Away,2023,5,7,6,Sunday,True,13
2023-05-08 19:00:00-04:00,Knicks vs Miami (Away),Sports,Knicks,Away,2023,5,8,0,Monday,False,19
2023-05-08 19:05:00-04:00,Yankees vs Oakland Athletics (Home),Sports,Yankees,Home,2023,5,8,0,Monday,False,19
2023-05-09 18:40:00-04:00,Mets vs Cincinnati Reds (Away),Sports,Mets,Away,2023,5,9,1,Tuesday,False,18
2023-05-09 19:05:00-04:00,Yankees vs Oakland Athletics (Home),Sports,Yankees,Home,2023,5,9,1,Tuesday,False,19
2023-05-10 19:00:00-04:00,Knicks vs Miami (Home),Sports,Knicks,Home,2023,5,10,2,Wednesday,False,19
2023-05-10 12:35:00-04:00,Yankees vs Oakland Athletics (Home),Sports,Yankees,Home,2023,5,10,2,Wednesday,False,12
2023-05-10 18:40:00-04:00,Mets vs Cincinnati Reds (Away),Sports,Mets,Away,2023,5,10,2,Wednesday,False,18
2023-05-11 12:35:00-04:00,Mets vs Cincinnati Reds (Away),Sports,Mets,Away,2023,5,11,3,Thursday,False,12
2023-05-11 19:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2023,5,11,3,Thursday,False,19
2023-05-12 19:00:00-04:00,Knicks vs Miami (Away),Sports,Knicks,Away,2023,5,12,4,Friday,False,19
2023-05-12 19:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2023,5,12,4,Friday,False,19
2023-05-12 19:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2023,5,12,4,Friday,False,19
2023-05-13 13:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2023,5,13,5,Saturday,True,13
2023-05-13 16:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2023,5,13,5,Saturday,True,16
2023-05-14 12:35:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2023,5,14,6,Sunday,True,12
2023-05-14 13:35:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2023,5,14,6,Sunday,True,13
2023-05-14 16:35:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2023,5,14,6,Sunday,True,16
2023-05-15 16:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2023,5,15,0,Monday,False,16
2023-05-15 19:07:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2023,5,15,0,Monday,False,19
2023-05-16 19:07:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2023,5,16,1,Tuesday,False,19
2023-05-16 19:10:00-04:00,Mets vs Tampa Bay Rays (Home),Sports,Mets,Home,2023,5,16,1,Tuesday,False,19
2023-05-17 19:07:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2023,5,17,2,Wednesday,False,19
2023-05-17 19:10:00-04:00,Mets vs Tampa Bay Rays (Home),Sports,Mets,Home,2023,5,17,2,Wednesday,False,19
2023-05-18 13:10:00-04:00,Mets vs Tampa Bay Rays (Home),Sports,Mets,Home,2023,5,18,3,Thursday,False,13
2023-05-18 19:07:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2023,5,18,3,Thursday,False,19
2023-05-19 18:40:00-04:00,Yankees vs Cincinnati Reds (Away),Sports,Yankees,Away,2023,5,19,4,Friday,False,18
2023-05-19 19:10:00-04:00,Mets vs Cleveland Guardians (Home),Sports,Mets,Home,2023,5,19,4,Friday,False,19
2023-05-20 16:10:00-04:00,Mets vs Cleveland Guardians (Home),Sports,Mets,Home,2023,5,20,5,Saturday,True,16
2023-05-20 16:10:00-04:00,Yankees vs Cincinnati Reds (Away),Sports,Yankees,Away,2023,5,20,5,Saturday,True,16
2023-05-21 11:35:00-04:00,Yankees vs Cincinnati Reds (Away),Sports,Yankees,Away,2023,5,21,6,Sunday,True,11
2023-05-21 13:40:00-04:00,Mets vs Cleveland Guardians (Home),Sports,Mets,Home,2023,5,21,6,Sunday,True,13
2023-05-21 19:10:00-04:00,Mets vs Cleveland Guardians (Home),Sports,Mets,Home,2023,5,21,6,Sunday,True,19
2023-05-23 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2023,5,23,1,Tuesday,False,19
2023-05-23 19:40:00-04:00,Mets vs Chicago Cubs (Away),Sports,Mets,Away,2023,5,23,1,Tuesday,False,19
2023-05-24 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2023,5,24,2,Wednesday,False,19
2023-05-24 19:40:00-04:00,Mets vs Chicago Cubs (Away),Sports,Mets,Away,2023,5,24,2,Wednesday,False,19
2023-05-25 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2023,5,25,3,Thursday,False,19
2023-05-25 19:40:00-04:00,Mets vs Chicago Cubs (Away),Sports,Mets,Away,2023,5,25,3,Thursday,False,19
2023-05-26 19:05:00-04:00,Yankees vs San Diego Padres (Home),Sports,Yankees,Home,2023,5,26,4,Friday,False,19
2023-05-26 20:40:00-04:00,Mets vs Colorado Rockies (Away),Sports,Mets,Away,2023,5,26,4,Friday,False,20
2023-05-27 13:05:00-04:00,Yankees vs San Diego Padres (Home),Sports,Yankees,Home,2023,5,27,5,Saturday,True,13
2023-05-27 21:10:00-04:00,Mets vs Colorado Rockies (Away),Sports,Mets,Away,2023,5,27,5,Saturday,True,21
2023-05-28 13:35:00-04:00,Yankees vs San Diego Padres (Home),Sports,Yankees,Home,2023,5,28,6,Sunday,True,13
2023-05-28 15:10:00-04:00,Mets vs Colorado Rockies (Away),Sports,Mets,Away,2023,5,28,6,Sunday,True,15
2023-05-29 00:00:00-04:00,Memorial Day,Holiday,,,2023,5,29,0,Monday,False,0
2023-05-29 21:40:00-04:00,Yankees vs Seattle Mariners (Away),Sports,Yankees,Away,2023,5,29,0,Monday,False,21
2023-05-30 19:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2023,5,30,1,Tuesday,False,19
2023-05-30 21:40:00-04:00,Yankees vs Seattle Mariners (Away),Sports,Yankees,Away,2023,5,30,1,Tuesday,False,21
2023-05-31 19:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2023,5,31,2,Wednesday,False,19
2023-05-31 21:40:00-04:00,Yankees vs Seattle Mariners (Away),Sports,Yankees,Away,2023,5,31,2,Wednesday,False,21
2023-06-01 19:00:00-04:00,"Jets vs Sun, Oct 15 (Home)",Sports,Jets,Home,2023,6,1,3,Thursday,False,19
2023-06-01 19:00:00-04:00,"Giants vs Sun, Oct 15 (Home)",Sports,Giants,Home,2023,6,1,3,Thursday,False,19
2023-06-01 13:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2023,6,1,3,Thursday,False,13
2023-06-02 19:10:00-04:00,Mets vs Toronto Blue Jays (Home),Sports,Mets,Home,2023,6,2,4,Friday,False,19
2023-06-02 22:10:00-04:00,Yankees vs Los Angeles Dodgers (Away),Sports,Yankees,Away,2023,6,2,4,Friday,False,22
2023-06-03 16:10:00-04:00,Mets vs Toronto Blue Jays (Home),Sports,Mets,Home,2023,6,3,5,Saturday,True,16
2023-06-03 19:15:00-04:00,Yankees vs Los Angeles Dodgers (Away),Sports,Yankees,Away,2023,6,3,5,Saturday,True,19
2023-06-04 13:40:00-04:00,Mets vs Toronto Blue Jays (Home),Sports,Mets,Home,2023,6,4,6,Sunday,True,13
2023-06-04 19:10:00-04:00,Yankees vs Los Angeles Dodgers (Away),Sports,Yankees,Away,2023,6,4,6,Sunday,True,19
2023-06-06 19:05:00-04:00,Yankees vs Chicago White Sox (Home),Sports,Yankees,Home,2023,6,6,1,Tuesday,False,19
2023-06-06 19:20:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2023,6,6,1,Tuesday,False,19
2023-06-07 19:05:00-04:00,Yankees vs Chicago White Sox (Home),Sports,Yankees,Home,2023,6,7,2,Wednesday,False,19
2023-06-07 19:20:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2023,6,7,2,Wednesday,False,19
2023-06-08 16:05:00-04:00,Yankees vs Chicago White Sox (Home),Sports,Yankees,Home,2023,6,8,3,Thursday,False,16
2023-06-08 16:10:00-04:00,Yankees vs Chicago White Sox (Home),Sports,Yankees,Home,2023,6,8,3,Thursday,False,16
2023-06-08 19:20:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2023,6,8,3,Thursday,False,19
2023-06-09 19:05:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2023,6,9,4,Friday,False,19
2023-06-09 19:05:00-04:00,Mets vs Pittsburgh Pirates (Away),Sports,Mets,Away,2023,6,9,4,Friday,False,19
2023-06-10 16:05:00-04:00,Mets vs Pittsburgh Pirates (Away),Sports,Mets,Away,2023,6,10,5,Saturday,True,16
2023-06-10 19:35:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2023,6,10,5,Saturday,True,19
2023-06-11 13:35:00-04:00,Mets vs Pittsburgh Pirates (Away),Sports,Mets,Away,2023,6,11,6,Sunday,True,13
2023-06-11 19:10:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2023,6,11,6,Sunday,True,19
2023-06-13 19:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2023,6,13,1,Tuesday,False,19
2023-06-13 19:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2023,6,13,1,Tuesday,False,19
2023-06-14 19:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2023,6,14,2,Wednesday,False,19
2023-06-14 19:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2023,6,14,2,Wednesday,False,19
2023-06-16 19:10:00-04:00,Mets vs St. Louis Cardinals (Home),Sports,Mets,Home,2023,6,16,4,Friday,False,19
2023-06-16 19:10:00-04:00,Yankees vs Boston Red Sox (Away),Sports,Yankees,Away,2023,6,16,4,Friday,False,19
2023-06-17 16:10:00-04:00,Mets vs St. Louis Cardinals (Home),Sports,Mets,Home,2023,6,17,5,Saturday,True,16
2023-06-17 19:15:00-04:00,Yankees vs Boston Red Sox (Away),Sports,Yankees,Away,2023,6,17,5,Saturday,True,19
2023-06-18 13:35:00-04:00,Yankees vs Boston Red Sox (Away),Sports,Yankees,Away,2023,6,18,6,Sunday,True,13
2023-06-18 13:40:00-04:00,Mets vs St. Louis Cardinals (Home),Sports,Mets,Home,2023,6,18,6,Sunday,True,13
2023-06-18 19:10:00-04:00,Yankees vs Boston Red Sox (Away),Sports,Yankees,Away,2023,6,18,6,Sunday,True,19
2023-06-19 00:00:00-04:00,Juneteenth National Independence Day,Holiday,,,2023,6,19,0,Monday,False,0
2023-06-19 20:10:00-04:00,Mets vs Houston Astros (Away),Sports,Mets,Away,2023,6,19,0,Monday,False,20
2023-06-20 19:05:00-04:00,Yankees vs Seattle Mariners (Home),Sports,Yankees,Home,2023,6,20,1,Tuesday,False,19
2023-06-20 20:10:00-04:00,Mets vs Houston Astros (Away),Sports,Mets,Away,2023,6,20,1,Tuesday,False,20
2023-06-21 14:10:00-04:00,Mets vs Houston Astros (Away),Sports,Mets,Away,2023,6,21,2,Wednesday,False,14
2023-06-21 19:05:00-04:00,Yankees vs Seattle Mariners (Home),Sports,Yankees,Home,2023,6,21,2,Wednesday,False,19
2023-06-22 19:05:00-04:00,Yankees vs Seattle Mariners (Home),Sports,Yankees,Home,2023,6,22,3,Thursday,False,19
2023-06-23 19:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2023,6,23,4,Friday,False,19
2023-06-23 19:05:00-04:00,Yankees vs Texas Rangers (Home),Sports,Yankees,Home,2023,6,23,4,Friday,False,19
2023-06-24 16:05:00-04:00,Yankees vs Texas Rangers (Home),Sports,Yankees,Home,2023,6,24,5,Saturday,True,16
2023-06-24 16:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2023,6,24,5,Saturday,True,16
2023-06-25 13:35:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2023,6,25,6,Sunday,True,13
2023-06-25 13:35:00-04:00,Yankees vs Texas Rangers (Home),Sports,Yankees,Home,2023,6,25,6,Sunday,True,13
2023-06-26 19:10:00-04:00,Mets vs Milwaukee Brewers (Home),Sports,Mets,Home,2023,6,26,0,Monday,False,19
2023-06-27 19:10:00-04:00,Mets vs Milwaukee Brewers (Home),Sports,Mets,Home,2023,6,27,1,Tuesday,False,19
2023-06-27 21:40:00-04:00,Yankees vs Oakland Athletics (Away),Sports,Yankees,Away,2023,6,27,1,Tuesday,False,21
2023-06-28 19:10:00-04:00,Mets vs Milwaukee Brewers (Home),Sports,Mets,Home,2023,6,28,2,Wednesday,False,19
2023-06-28 21:40:00-04:00,Yankees vs Oakland Athletics (Away),Sports,Yankees,Away,2023,6,28,2,Wednesday,False,21
2023-06-29 15:37:00-04:00,Yankees vs Oakland Athletics (Away),Sports,Yankees,Away,2023,6,29,3,Thursday,False,15
2023-06-29 19:10:00-04:00,Mets vs Milwaukee Brewers (Home),Sports,Mets,Home,2023,6,29,3,Thursday,False,19
2023-06-30 19:10:00-04:00,Mets vs San Francisco Giants (Home),Sports,Mets,Home,2023,6,30,4,Friday,False,19
2023-06-30 20:15:00-04:00,Yankees vs St. Louis Cardinals (Away),Sports,Yankees,Away,2023,6,30,4,Friday,False,20
2023-07-01 19:00:00-04:00,Jets vs BYE WEEK (Home),Sports,Jets,Home,2023,7,1,5,Saturday,True,19
2023-07-01 19:00:00-04:00,"Giants vs Sun, Oct 22 (Home)",Sports,Giants,Home,2023,7,1,5,Saturday,True,19
2023-07-01 14:15:00-04:00,Yankees vs St. Louis Cardinals (Away),Sports,Yankees,Away,2023,7,1,5,Saturday,True,14
2023-07-01 16:10:00-04:00,Mets vs San Francisco Giants (Home),Sports,Mets,Home,2023,7,1,5,Saturday,True,16
2023-07-01 19:15:00-04:00,Yankees vs St. Louis Cardinals (Away),Sports,Yankees,Away,2023,7,1,5,Saturday,True,19
2023-07-02 14:15:00-04:00,Yankees vs St. Louis Cardinals (Away),Sports,Yankees,Away,2023,7,2,6,Sunday,True,14
2023-07-02 19:10:00-04:00,Mets vs San Francisco Giants (Home),Sports,Mets,Home,2023,7,2,6,Sunday,True,19
2023-07-03 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2023,7,3,0,Monday,False,19
2023-07-04 00:00:00-04:00,Independence Day,Holiday,,,2023,7,4,1,Tuesday,False,0
2023-07-04 13:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2023,7,4,1,Tuesday,False,13
2023-07-04 16:10:00-04:00,Mets vs Arizona Diamondbacks (Away),Sports,Mets,Away,2023,7,4,1,Tuesday,False,16
2023-07-05 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2023,7,5,2,Wednesday,False,19
2023-07-05 21:40:00-04:00,Mets vs Arizona Diamondbacks (Away),Sports,Mets,Away,2023,7,5,2,Wednesday,False,21
2023-07-06 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2023,7,6,3,Thursday,False,19
2023-07-06 21:40:00-04:00,Mets vs Arizona Diamondbacks (Away),Sports,Mets,Away,2023,7,6,3,Thursday,False,21
2023-07-07 19:05:00-04:00,Yankees vs Chicago Cubs (Home),Sports,Yankees,Home,2023,7,7,4,Friday,False,19
2023-07-07 21:40:00-04:00,Mets vs San Diego Padres (Away),Sports,Mets,Away,2023,7,7,4,Friday,False,21
