transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers
2024-11-30T01:00:00.000,subway,316,50 St (1),Manhattan,metrocard,Metrocard - Fair Fare,5.0,0.0
2024-11-30T01:00:00.000,subway,318,"34 St-Penn Station (1,2,3)",Manhattan,omny,OMNY - Other,3.0,0.0
2024-11-30T01:00:00.000,subway,320,23 St (1),Manhattan,metrocard,Metrocard - Full Fare,4.0,0.0
2024-11-30T01:00:00.000,subway,320,23 St (1),Manhattan,omny,OMNY - Full Fare,46.0,3.0
2024-12-22T03:00:00.000,subway,303,157 St (1),Manhattan,metrocard,Metrocard - Full Fare,3.0,0.0
2024-12-22T03:00:00.000,subway,313,"72 St (1,2,3)",Manhattan,omny,OMNY - Full Fare,9.0,0.0
2024-12-22T03:00:00.000,subway,318,"34 St-Penn Station (1,2,3)",Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,0.0
2024-11-30T01:00:00.000,subway,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,metrocard,Metrocard - Full Fare,12.0,0.0
2024-11-30T01:00:00.000,subway,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,omny,OMNY - Full Fare,135.0,0.0
2024-12-22T03:00:00.000,subway,323,Christopher St-Sheridan Sq (1),Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,0.0
2024-12-22T03:00:00.000,subway,328,WTC Cortlandt (1),Manhattan,metrocard,Metrocard - Other,2.0,0.0
2024-12-22T03:00:00.000,subway,333,"Wall St (2,3)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0
2024-12-22T03:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0
2024-12-22T03:00:00.000,subway,396,96 St (6),Manhattan,omny,OMNY - Full Fare,5.0,0.0
2024-11-25T06:00:00.000,subway,326,Franklin St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0
2024-11-25T06:00:00.000,subway,329,Rector St (1),Manhattan,omny,OMNY - Full Fare,53.0,11.0
2024-11-30T02:00:00.000,subway,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0
2024-12-22T03:00:00.000,subway,397,"86 St (4,5,6)",Manhattan,metrocard,Metrocard - Full Fare,4.0,0.0
2024-12-22T03:00:00.000,subway,403,33 St (6),Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0
2024-12-22T03:00:00.000,subway,404,28 St (6),Manhattan,omny,OMNY - Full Fare,25.0,0.0
2024-12-22T03:00:00.000,subway,405,23 St (6),Manhattan,omny,OMNY - Students,2.0,0.0
2024-12-22T03:00:00.000,subway,409,Spring St (6),Manhattan,omny,OMNY - Full Fare,19.0,0.0
2024-12-22T03:00:00.000,subway,413,"Wall St (4,5)",Manhattan,metrocard,Metrocard - Full Fare,1.0,0.0
2024-12-22T03:00:00.000,subway,471,34 St-Hudson Yards (7),Manhattan,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0
2024-12-22T03:00:00.000,subway,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,metrocard,Metrocard - Fair Fare,3.0,0.0
2024-12-22T03:00:00.000,subway,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,metrocard,Metrocard - Other,14.0,0.0
2024-12-22T03:00:00.000,subway,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,17.0,0.0
2024-12-22T03:00:00.000,subway,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,omny,OMNY - Other,1.0,0.0
2024-12-22T03:00:00.000,subway,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,omny,OMNY - Full Fare,68.0,0.0
2024-12-22T03:00:00.000,subway,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,metrocard,Metrocard - Other,2.0,0.0
2024-11-30T04:00:00.000,subway,320,23 St (1),Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0
2024-12-22T04:00:00.000,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0
2024-12-22T04:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0
2024-12-22T04:00:00.000,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0
2024-12-22T04:00:00.000,subway,146,181 St (A),Manhattan,metrocard,Metrocard - Other,1.0,0.0
2024-12-22T04:00:00.000,subway,150,155 St (C),Manhattan,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0
2024-12-22T04:00:00.000,subway,150,155 St (C),Manhattan,omny,OMNY - Full Fare,1.0,0.0
2024-12-22T04:00:00.000,subway,152,"135 St (C,B)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0
2024-11-30T04:00:00.000,subway,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,omny,OMNY - Full Fare,26.0,0.0
2024-12-22T04:00:00.000,subway,231,"Grand St (B,D)",Manhattan,metrocard,Metrocard - Other,3.0,0.0
2024-12-22T04:00:00.000,subway,298,207 St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0
2024-12-22T04:00:00.000,subway,298,207 St (1),Manhattan,omny,OMNY - Full Fare,15.0,1.0
2024-12-22T04:00:00.000,subway,300,191 St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0
2024-12-22T04:00:00.000,subway,303,157 St (1),Manhattan,metrocard,Metrocard - Unlimited 7-Day,6.0,0.0
2024-12-22T04:00:00.000,subway,303,157 St (1),Manhattan,omny,OMNY - Full Fare,10.0,0.0
2024-12-22T04:00:00.000,subway,304,145 St (1),Manhattan,metrocard,Metrocard - Full Fare,6.0,0.0
2024-12-22T04:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,metrocard,Metrocard - Full Fare,2.0,0.0
2024-12-22T04:00:00.000,subway,311,86 St (1),Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0
2024-12-22T04:00:00.000,subway,313,"72 St (1,2,3)",Manhattan,metrocard,Metrocard - Other,2.0,0.0
2024-12-22T04:00:00.000,subway,321,18 St (1),Manhattan,metrocard,Metrocard - Full Fare,1.0,0.0
2024-12-22T04:00:00.000,subway,321,18 St (1),Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0
2024-12-22T04:00:00.000,subway,323,Christopher St-Sheridan Sq (1),Manhattan,metrocard,Metrocard - Other,1.0,0.0
2024-12-22T04:00:00.000,subway,324,Houston St (1),Manhattan,metrocard,Metrocard - Other,2.0,0.0
2024-12-22T04:00:00.000,subway,324,Houston St (1),Manhattan,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0
2024-12-22T04:00:00.000,subway,324,Houston St (1),Manhattan,omny,OMNY - Students,1.0,0.0
2024-11-30T06:00:00.000,subway,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,15.0,0.0
2024-12-18T23:00:00.000,subway,9,"57 St-7 Av (N,Q,R,W)",Manhattan,metrocard,Metrocard - Other,24.0,0.0
2024-12-22T04:00:00.000,subway,397,"86 St (4,5,6)",Manhattan,metrocard,Metrocard - Other,4.0,0.0
2024-12-22T04:00:00.000,subway,397,"86 St (4,5,6)",Manhattan,omny,OMNY - Full Fare,12.0,0.0
2024-12-22T04:00:00.000,subway,409,Spring St (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,6.0,0.0
2024-12-22T04:00:00.000,subway,437,145 St (3),Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0
2024-12-22T04:00:00.000,subway,437,145 St (3),Manhattan,metrocard,Metrocard - Full Fare,2.0,0.0
2024-12-22T04:00:00.000,subway,437,145 St (3),Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0
2024-12-22T04:00:00.000,subway,439,"125 St (2,3)",Manhattan,omny,OMNY - Students,2.0,0.0
2024-12-22T04:00:00.000,subway,471,34 St-Hudson Yards (7),Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0
2024-11-25T09:00:00.000,subway,144,Dyckman St (A),Manhattan,metrocard,Metrocard - Other,10.0,0.0
2024-12-22T04:00:00.000,subway,471,34 St-Hudson Yards (7),Manhattan,omny,OMNY - Full Fare,16.0,0.0
2024-12-22T04:00:00.000,subway,475,96 St (Q),Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0
2024-12-22T04:00:00.000,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,omny,OMNY - Other,1.0,0.0
2024-12-22T04:00:00.000,subway,605,"168 St (A,C,1)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,7.0,0.0
2024-12-22T04:00:00.000,subway,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,25.0,0.0
2024-12-22T04:00:00.000,subway,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,metrocard,Metrocard - Full Fare,4.0,0.0
2024-12-22T04:00:00.000,subway,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,omny,OMNY - Students,3.0,0.0
2024-12-22T04:00:00.000,subway,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,omny,OMNY - Full Fare,27.0,0.0
2024-12-22T04:00:00.000,subway,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,7.0,0.0
2024-12-22T04:00:00.000,subway,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,1.0
2024-11-30T07:00:00.000,subway,475,96 St (Q),Manhattan,omny,OMNY - Other,1.0,0.0
2024-11-25T09:00:00.000,subway,439,"125 St (2,3)",Manhattan,metrocard,Metrocard - Seniors & Disability,18.0,3.0
2024-12-18T01:00:00.000,subway,405,23 St (6),Manhattan,omny,OMNY - Full Fare,18.0,0.0
2024-12-22T04:00:00.000,subway,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0
2020-08-11T15:00:00.000,subway,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,omny,OMNY - Full Fare,170.0,0.0
2024-11-30T10:00:00.000,subway,309,103 St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,18.0,0.0
2024-11-30T10:00:00.000,subway,310,"96 St (1,2,3)",Manhattan,metrocard,Metrocard - Other,17.0,0.0
2024-12-22T05:00:00.000,subway,323,Christopher St-Sheridan Sq (1),Manhattan,metrocard,Metrocard - Full Fare,2.0,0.0
2024-12-22T05:00:00.000,subway,324,Houston St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0
2024-12-22T05:00:00.000,subway,327,"Chambers St (1,2,3)",Manhattan,omny,OMNY - Seniors & Disability,1.0,1.0
2024-12-22T05:00:00.000,subway,328,WTC Cortlandt (1),Manhattan,omny,OMNY - Full Fare,11.0,0.0
2024-12-22T05:00:00.000,subway,397,"86 St (4,5,6)",Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,0.0
2024-11-30T10:00:00.000,subway,9,"57 St-7 Av (N,Q,R,W)",Manhattan,omny,OMNY - Full Fare,530.0,4.0
2024-12-22T05:00:00.000,subway,398,77 St (6),Manhattan,metrocard,Metrocard - Full Fare,3.0,0.0
2024-12-22T05:00:00.000,subway,407,Astor Pl (6),Manhattan,metrocard,Metrocard - Other,1.0,0.0
2024-12-22T05:00:00.000,subway,407,Astor Pl (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0
2024-12-22T05:00:00.000,subway,437,145 St (3),Manhattan,omny,OMNY - Full Fare,2.0,1.0
2024-12-22T05:00:00.000,subway,438,"135 St (2,3)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0
2024-11-25T12:00:00.000,subway,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,omny,OMNY - Other,65.0,0.0
2024-11-30T11:00:00.000,subway,475,96 St (Q),Manhattan,omny,OMNY - Students,24.0,1.0
